"","ID","INSPECTION_NUMBER","CATEGORY","SUBCATEGORY","INSPECTION_DATE","ORIGIN","PORT_OF_ARRIVAL_NAME","PORT_OF_ENTRY_NAME","ARRIVING_AIRLINE_IATA_NAME","ARRIVING_FLIGHT_NUMBER","PORT_LATITUDE","PORT_LONGITUDE","INSPECTION_PATHWAY","FINAL_DESTINATION_NAME","ENTRY_NUMBER","COMMODITY_CLASSIFICATION","COMMODITY_TYPE","COMMODITY_DISPLAY_NAME","COMMODITY_TAXONOMIC_DISPLAY_NAME","QUANTITY","QUANTITY_UNITS_NAME","CONSIGNEE_NAME","COMMODITY_ID","CONVEYANCE_ID","WPM_ID","REQUEST_DATETIME","INSPECTOR_NAME","CBP_OFFICER_NAME","INSPECTION_OFFICER","DIAGNOSTIC_REQUEST_ID","INSPECTION_LOCATION_NAME","INSPECTION_LOCATION_STATE_CODE","DR_PATHWAY","DIAGNOSTIC_REQUEST_NUMBER","EVENT_ID","DIAGNOSTIC_PRIORITY","DIAGNOSTIC_REQUEST_STATUS","INSPECTION_AREA","DESTINATION_LOCATION_ID","DESTINATION_LOCATION_NAME","AI_ACCEPTED_CALENDAR_DATE","AI_ACCEPTED_YEAR","AI_ACCEPTED_QUARTER","AI_ACCEPTED_MONTH","AI_ACCEPTED_MONTH_NUMBER","AI_ACCEPTED_BY_FULL_NAME","PEST_TAXON_ID","PEST_TAXONOMIC_NAME","PEST_TAXONOMY_KINGDOM","PEST_TAXONOMY_PHYLUM","PEST_TAXONOMY_CLASS","PEST_TAXONOMY_ORDER","PEST_TAXONOMY_FAMILY","PEST_TAXONOMY_GENUS","PEST_TAXONOMY_SPECIES","DETERMINATION_TYPE","DETERMINED_BY_FULL_NAME","DETERMINED_BY_GROUP_NAME","DETERMINATION_DATETIME","ID_AUTHORITY","NUMBER_ALIVE_ADULTS","NUMBER_ALIVE_CYSTS","NUMBER_ALIVE_EGGS","NUMBER_ALIVE_IMMATURE","NUMBER_ALIVE_PUPAE","NUMBER_DEAD_ADULTS","NUMBER_DEAD_CYSTS","NUMBER_DEAD_EGGS","NUMBER_DEAD_IMMATURE","NUMBER_DEAD_PUPAE","QUARANTINE_RECOMMENDATION_DETERMINED_BY_GROUP_NAME","QUARANTINE_RECOMMENDED_BY_USER_ID","QUARANTINE_RECOMMENDATION_DATETIME","DIAGNOSTIC_TYPE","HOST_TYPE_ID","HOST_TYPE","QUARANTINE_RECOMMENDATION_ID","QUARANTINE_RECOMMENDATION","REGULATORY_DETERMINATION_ID","EXCLUSION_OPTIONS","TREATMENT_SCHEDULE","WHERE_INTERCEPTED_ID","WHERE_INTERCEPTED","REMARKS","HOST_PROXIMITY","HOST_PART_NAME","DETERMINATION_LOCATION_ID","DETERMINATION_LOCATION_NAME","DETERMINATION_LOCATION_STATE","QUARANTINE_STATUS","QUARANTINE_STATUS_MAINLAND","QUARANTINE_STATUS_HAWAII","QUARANTINE_STATUS_PUERTO_RICO","DIAGNOSTIC_DISCIPLINE","DIAGNOSTIC_DETERMINATION_ID","DIAGNOSTIC_DETERMINATION_NOT_POSSIBLE_REASON"
"47",1839818,"4196-11092509","AQI","CBP","2024-07-24","Israel","UPS COURIER LOUISVILLE (4196)","UPS COURIER LOUISVILLE (4196)",NA,NA,38.221165,-85.549667,"Airport - Aircraft - Express Carrier - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",1.87,"Kilograms","ALI ABU HASHISH, 10801 S HARLEM AVE APT 1 S, WORTH, IL 60482, US",3806523,NA,NA,"2024-07-24 08:02:34.6050000"," ","SHAYNE VAN LEER","SHAYNE VAN LEER",735757,"UPS COURIER LOUISVILLE (4196)","KY","Airport - Aircraft - Express Carrier - CBP","4196-11092509-DR01","4196-11092509","Urgent","Diagnostics Completed","CBP - Express Carrier",70017,"APHIS Headquarters","2024-07-25",2024,"Q3","July",7,"Leavengood, John",3247,"Ceratitis capitata (Wiedemann)  (Tephritidae)","Animalia","Arthropoda","Insecta","Diptera","Tephritidae","Ceratitis","capitata","Final ID","Norrbom, Allen","National Specialist","2024-07-26 04:00:00.0000000","Earned - Final",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"NIS",1242,"2024-07-26 17:36:47.9440000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",1552687,"Re-export or Destroy","Not Specified",0,"Not Specified",NA,"On","Fruit",5001,"National Museum of Natural History","DC","Quarantine","Quarantine","Uncategorized","Uncategorized","Entomology",1552687,NA
"48",1839818,"4196-11092509","AQI","CBP","2024-07-24","Israel","UPS COURIER LOUISVILLE (4196)","UPS COURIER LOUISVILLE (4196)",NA,NA,38.221165,-85.549667,"Airport - Aircraft - Express Carrier - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",1.87,"Kilograms","ALI ABU HASHISH, 10801 S HARLEM AVE APT 1 S, WORTH, IL 60482, US",3806523,NA,NA,"2024-07-24 08:02:36.6230000"," ","SHAYNE VAN LEER","SHAYNE VAN LEER",735758,"UPS COURIER LOUISVILLE (4196)","KY","Airport - Aircraft - Express Carrier - CBP","4196-11092509-DR02","4196-11092509","Urgent","Diagnostics Completed","CBP - Express Carrier",8002,"Tampa","2024-07-25",2024,"Q3","July",7,"Leavengood, John",3116,"Drosophilidae","Animalia","Arthropoda","Insecta","Diptera","Drosophilidae",NA,NA,"Final ID","Leavengood, John","Area Identifier","2024-07-25 04:00:00.0000000","Conferred - Final",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area Identifier",124,"2024-07-25 15:28:35.7890000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",1551863,"Not Specified","Not Specified",0,"Not Specified",NA,"On","Fruit",8002,"Tampa","FL","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Entomology",1551863,NA
"49",721583,"2304-8393716","AQI","CBP","2022-05-10","Mexico","LAREDO, TX (2304)","LAREDO, TX (2304)",NA,NA,27.51374,-99.50199,"Land Border - Truck - Cargo - CBP",", ",NA,"Plant","Logs","Prunus sp. - Prunus sp.","Prunus sp.",18144,"Kilograms",NA,2163902,NA,NA,"2022-05-10 16:47:48.4430000"," ","CARLOS RAMOS","CARLOS RAMOS",464458,"LAREDO, TX (2304)","TX","Land Border - Truck - Cargo - CBP","2304-8393716-DR01","2304-8393716","Urgent","Diagnostics Completed","CBP - Cargo",70017,"APHIS Headquarters","2022-05-10",2022,"Q2","May",5,"Burns, Mary",394,"Bostrichidae","Animalia","Arthropoda","Insecta","Coleoptera","Bostrichidae",NA,NA,"Final ID","Nearns, Eugenio","National Specialist","2022-05-10 04:00:00.0000000","Earned - Final",NA,NA,NA,6,3,NA,NA,NA,NA,NA,"NIS",938,"2022-05-10 18:19:47.3210000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",987990,NA,NA,0,"Not Specified","C/O XP LOGISTICS, WT2022487, TRL# PF010","In","Trunk",5001,"National Museum of Natural History","DC","Quarantine","Non-Quarantine","Quarantine","Quarantine","Entomology",987990,NA
"50",397497,"MDBEL17010010","AQI","PIS","2017-01-18","Belgium","JOHN F KENNEDY AIRPORT (4701)","JOHN F KENNEDY AIRPORT (4701)",NA,NA,40.65287,-73.81491,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",10,"Plant Units","IAREC",1368949,NA,NA,"2017-01-18 08:15:07.0000000","PAUL IJAMS",NA,"PAUL IJAMS",306844,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL17010010-DR01","MDBEL17010010","Urgent","Diagnostics Completed","PIS - Express Carrier",5003,"USDA Beltsville - Entomology","2017-01-18",2017,"Q1","January",1,"Ijams, Paul",5321,"Aphididae","Animalia","Arthropoda","Insecta","Hemiptera","Aphididae",NA,NA,"Final ID","Ochoa, Ronald","National Specialist","2017-01-19 00:00:00.0000000","Tentative - Route to NS",0,0,2,0,0,0,0,0,0,0,"NIS",261,"2017-01-19 14:04:51.2630000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",661214,"Re-export, Destroy, or Treat","T201-c-1",0,"Not Specified",NA,"On","Plant",NA,NA,NA,"Quarantine","Quarantine","Quarantine","Quarantine","Entomology",661214,NA
"51",2100298,"MDBEL25010007","AQI","PIS","2025-01-22","France","CINCINNATI, OH (4102)","CINCINNATI, OH (4102)",NA,NA,39.04656,-84.62499,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",45,"Plant Units","Foundation Plant Services, UC-Davis",4179231,NA,NA,"2025-01-22 17:33:30.4520000","SAMANTHA BAKER",NA,"SAMANTHA BAKER",790403,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL25010007-DR02","MDBEL25010007","Urgent","Diagnostics Completed","PIS - Express Carrier",70017,"APHIS Headquarters","2025-01-23",2025,"Q1","January",1,"Turner, Ashley",41199,"Sooty mold","Fungi",NA,NA,NA,NA,"Sooty","mold","Final ID","Romberg, Megan","National Specialist","2025-01-23 05:00:00.0000000","Earned - Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area Identifier",53,"2025-01-23 20:44:25.6210000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",1672189,"Not Specified","Not Specified",0,"Not Specified",NA,"On","Cutting",5009,"USDA Beltsville - Plant Pathology","MD","Non-Quarantine","Non-Quarantine","Uncategorized","Uncategorized","Plant Pathology",1672189,"Saprobe"
"52",2100298,"MDBEL25010007","AQI","PIS","2025-01-22","France","CINCINNATI, OH (4102)","CINCINNATI, OH (4102)",NA,NA,39.04656,-84.62499,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",45,"Plant Units","Foundation Plant Services, UC-Davis",4179231,NA,NA,"2025-01-22 17:09:08.9250000","SAMANTHA BAKER",NA,"SAMANTHA BAKER",790389,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL25010007-DR01","MDBEL25010007","Urgent","Diagnostics Completed","PIS - Express Carrier",70017,"APHIS Headquarters","2025-01-22",2025,"Q1","January",1,"Savage, Andrea",33997,"Acari","Animalia","Arthropoda","Arachnida",NA,NA,NA,NA,"Final ID","Ochoa, Ronald","National Specialist","2025-01-22 05:00:00.0000000","Earned - Final",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"NIS",938,"2025-01-22 21:34:44.1370000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",1671204,"Re-export, Destroy, or Treat","T201-c-1",0,"Not Specified",NA,"On","Cutting",5003,"USDA Beltsville - Entomology","MD","Quarantine","Quarantine","Quarantine","Quarantine","Acarology",1671204,NA
"53",1693257,"4701-10834575","AQI","CBP","2024-04-12","Viet Nam","JOHN F KENNEDY AIRPORT (4701)","JOHN F KENNEDY AIRPORT (4701)",NA,NA,40.65287,-73.81491,"Airport - Aircraft - Express Carrier - CBP",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",1,"Plant Units",NA,3602028,NA,NA,"2024-04-15 15:10:45.0110000"," ","IRINA V VASILYUK","IRINA V VASILYUK",700651,"JOHN F KENNEDY AIRPORT (4701)","NY","Airport - Aircraft - Express Carrier - CBP","4701-10834575-DR01","4701-10834575","Urgent","Diagnostics Completed","CBP - Express Carrier",70012,"JFK PIS","2024-04-15",2024,"Q2","April",4,"Towson, Alan",9637,"Tylenchorhynchus leviterminalis (Siddiqi, Mukherjee & Dasgupta) Siddiqi (Telotylenchidae)","Animalia","Nematoda","Chromadorea","Rhabditida","Telotylenchidae","Tylenchorhynchus","leviterminalis","Final ID","Towson, Alan","Area Identifier","2024-04-15 04:00:00.0000000","Earned - Final",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area Identifier",147,"2024-04-15 15:14:18.4890000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",1476238,"Re-export or Destroy","Not Specified",0,"Not Specified",NA,"With","Root",70012,"JFK PIS","NY","Quarantine","Quarantine","Uncategorized","Uncategorized","Nematology",1476238,NA
"54",449495,"2720-6765886","AQI","PIS","2021-04-28","China","LOS ANGELES INT AIRPORT (2720)","LOS ANGELES INT AIRPORT (2720)",NA,NA,33.93468,-118.37018,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",50,"Plant Units","Vic Wang",1582447,NA,NA,"2021-05-10 20:28:23.8190000","CHUCK LUCAS",NA,"CHUCK LUCAS",337995,"Los Angeles PIS","CA","Airport - Aircraft - Express Carrier - PIS","2720-6765886-DR05","2720-6765886","Urgent","Diagnostics Completed","PIS - Express Carrier",70017,"APHIS Headquarters","2021-05-10",2021,"Q2","May",5,"Tedla, Tesfaye",10412,"Penicillium sp. (Trichocomaceae)","Fungi",NA,"Eurotiomycetes","Eurotiales","Trichocomaceae","Penicillium",NA,"Final ID","McKemy, John","National Specialist","2021-05-11 04:00:00.0000000","Earned - Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIS",1242,"2021-05-11 18:08:50.7810000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",727922,"Not Specified","Not Specified",0,"Not Specified",NA,"On","Plant",5009,"USDA Beltsville - Plant Pathology","MD","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Plant Pathology",727922,NA
"55",449495,"2720-6765886","AQI","PIS","2021-04-28","China","LOS ANGELES INT AIRPORT (2720)","LOS ANGELES INT AIRPORT (2720)",NA,NA,33.93468,-118.37018,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",50,"Plant Units","Vic Wang",1582447,NA,NA,"2021-05-10 20:44:49.6880000","CHUCK LUCAS",NA,"CHUCK LUCAS",338009,"Los Angeles PIS","CA","Airport - Aircraft - Express Carrier - PIS","2720-6765886-DR07","2720-6765886","Urgent","Diagnostics Completed","PIS - Express Carrier",70017,"APHIS Headquarters","2021-05-10",2021,"Q2","May",5,"Wong, Joseph",5219,"Aleyrodes sp. (Aleyrodidae)","Animalia","Arthropoda","Insecta","Hemiptera","Aleyrodidae","Aleyrodes",NA,"Final ID","Stocks, Ian","National Specialist","2021-05-11 04:00:00.0000000","Earned - Final",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIS",1242,"2021-05-11 16:02:59.0300000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",727773,"Re-export, Destroy, or Treat","T201-c-1",0,"Not Specified",NA,"With","Plant",5003,"USDA Beltsville - Entomology","MD","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",727773,NA
"56",225830,"CALAX19030248","AQI","PIS","2019-03-28","China","LOS ANGELES INT AIRPORT (2720)","LOS ANGELES INT AIRPORT (2720)",NA,NA,33.93468,-118.37018,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",2,"Plant Units","DAISY MILICH",674336,NA,NA,"2019-04-02 16:33:45.0000000","RONA BARSOUM",NA,"RONA BARSOUM",158965,"Los Angeles PIS","CA","Airport - Aircraft - Express Carrier - PIS","CALAX19030248-DR05","CALAX19030248","Urgent","Diagnostics Completed","PIS - Express Carrier",5003,"USDA Beltsville - Entomology","2019-04-02",2019,"Q2","April",4,"Lindsey, Bert",5947,"Pseudaulacaspis prunicola (Maskell) (Diaspididae)","Animalia","Arthropoda","Insecta","Hemiptera","Diaspididae","Pseudaulacaspis","prunicola","Final ID","Schneider, Scott","National Specialist","2019-04-03 11:34:50.0000000","Earned - Final",3,NA,NA,2,NA,NA,NA,NA,NA,NA,"NIS",59,"2019-04-03 15:58:07.7490000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",331410,NA,NA,0,"Not Specified",NA,"In","Plant",5003,"USDA Beltsville - Entomology","MD","Non-Quarantine","Non-Quarantine","Uncategorized","Uncategorized","Entomology",331410,NA
"57",186658,"4601-4455991","AQI","CBP","2019-09-16","Panama","NEW YORK/NEWARK AREA (4601)","NEW YORK/NEWARK AREA (4601)",NA,NA,40.73591,-74.16594,"Maritime Port - Vessel - Cargo - CBP",", ",NA,"Plant","Logs","Prunus sp. - Prunus sp.","Prunus sp.",21000,"Kilograms",NA,532330,NA,NA,"2019-09-16 04:00:00.0000000"," ","MD A YOUSUF","MD A YOUSUF",125679,"NEW YORK/NEWARK AREA (4601)","NJ","Maritime Port - Vessel - Cargo - CBP","4601-4455991-DR02","4601-4455991","Urgent","Diagnostics Completed","CBP - Cargo",70011,"Linden PIS","2019-09-17",2019,"Q3","September",9,"Zhang, Jianxin",3191,"Stratiomyidae","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae",NA,NA,"Final ID","Zhang, Jianxin","Area Identifier","2019-09-17 09:49:27.0000000","Earned - Final",NA,NA,NA,NA,1,NA,NA,NA,NA,0,"Area Identifier",42,"2019-09-17 13:52:13.5850000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",257605,NA,NA,5852,"Permit Cargo","FOUND DURING THE INSPECTION OF MADERA SECA SPECIES","In","Trunk",70011,"Linden PIS","NJ","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Entomology",257605,NA
"58",186658,"4601-4455991","AQI","CBP","2019-09-16","Panama","NEW YORK/NEWARK AREA (4601)","NEW YORK/NEWARK AREA (4601)",NA,NA,40.73591,-74.16594,"Maritime Port - Vessel - Cargo - CBP",", ",NA,"Plant","Logs","Prunus sp. - Prunus sp.","Prunus sp.",21000,"Kilograms",NA,532330,NA,NA,"2019-09-16 04:00:00.0000000"," ","MD A YOUSUF","MD A YOUSUF",125681,"NEW YORK/NEWARK AREA (4601)","NJ","Maritime Port - Vessel - Cargo - CBP","4601-4455991-DR03","4601-4455991","Urgent","Diagnostics Completed","CBP - Cargo",70011,"Linden PIS","2019-09-17",2019,"Q3","September",9,"Wallner, Adam",3191,"Stratiomyidae","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae",NA,NA,"Final ID","Wallner, Adam","Area Identifier","2019-09-17 11:00:19.0000000","Conferred - Final",NA,NA,NA,NA,1,NA,NA,NA,NA,0,"Area Identifier",251,"2019-09-17 15:01:05.3660000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",257609,NA,NA,5852,"Permit Cargo","FOUND DURING THE INSPECTION OF MADERA SECA SPECIES","In","Trunk",70011,"Linden PIS","NJ","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Entomology",257609,NA
"59",317161,"MDBEL18020017","AQI","PIS","2018-02-14","United Kingdom of Great Britain and N. Ireland","CINCINNATI, OH (4102)","CINCINNATI, OH (4102)",NA,NA,39.04656,-84.62499,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",30,"Plant Units","USDA-APHIS-PPQ",1051432,NA,NA,"2018-02-14 15:22:15.0000000","MICHAEL WARING",NA,"MICHAEL WARING",235543,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL18020017-DR03","MDBEL18020017","Urgent","Diagnostics Completed","PIS - Express Carrier",5001,"National Museum of Natural History","2018-02-14",2018,"Q1","February",2,"Waring, Michael",364,"Insecta","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,"Final ID","Touchet, Michele","National Specialist","2018-02-15 15:11:18.0000000","Earned - Final",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"NIS",733,"2018-02-15 14:19:36.4500000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",502174,"Re-export, Destroy, or Treat","T201-c-2",0,"Not Specified",NA,"On","Plant",5003,"USDA Beltsville - Entomology","MD","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",502174,NA
"60",317161,"MDBEL18020017","AQI","PIS","2018-02-14","United Kingdom of Great Britain and N. Ireland","CINCINNATI, OH (4102)","CINCINNATI, OH (4102)",NA,NA,39.04656,-84.62499,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",30,"Plant Units","USDA-APHIS-PPQ",1051432,NA,NA,"2018-02-14 15:21:17.0000000","MICHAEL WARING",NA,"MICHAEL WARING",235540,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL18020017-DR02","MDBEL18020017","Urgent","Diagnostics Completed","PIS - Express Carrier",5003,"USDA Beltsville - Entomology","2018-02-14",2018,"Q1","February",2,"Waring, Michael",5573,"Coccus sp. (Coccidae)","Animalia","Arthropoda","Insecta","Hemiptera","Coccidae","Coccus",NA,"Final ID","Evans, Gregory","National Specialist","2018-02-15 16:17:12.0000000","Earned - Final",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIS",180,"2018-02-15 16:02:38.3130000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",502167,"Re-export, Destroy, or Treat","T201-c-2",0,"Not Specified",NA,"On","Plant",5003,"USDA Beltsville - Entomology","MD","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",502167,NA
"61",317161,"MDBEL18020017","AQI","PIS","2018-02-14","United Kingdom of Great Britain and N. Ireland","CINCINNATI, OH (4102)","CINCINNATI, OH (4102)",NA,NA,39.04656,-84.62499,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",30,"Plant Units","USDA-APHIS-PPQ",1051432,NA,NA,"2018-02-14 15:20:34.0000000","MICHAEL WARING",NA,"MICHAEL WARING",235537,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL18020017-DR01","MDBEL18020017","Urgent","Diagnostics Completed","PIS - Express Carrier",5003,"USDA Beltsville - Entomology","2018-02-14",2018,"Q1","February",2,"Waring, Michael",332,"Tydeidae","Animalia","Arthropoda","Arachnida","Trombidiformes","Tydeidae",NA,NA,"Final ID","Ochoa, Ronald","National Specialist","2018-02-15 12:09:24.0000000","Earned - Final",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIS",733,"2018-02-15 11:50:48.8380000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",502160,"Not Specified","Not Specified",0,"Not Specified",NA,"On","Plant",5003,"USDA Beltsville - Entomology","MD","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Acarology",502160,NA
"62",861404,"2604-8913841","AQI","CBP","2022-09-18","Mexico","NOGALES, AZ (2604)","NOGALES, AZ (2604)",NA,NA,31.33276,-110.94266,"Land Border - Truck - Conveyance - CBP",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",1,"Plant Units",NA,2380958,NA,NA,"2022-09-19 20:57:34.1340000"," ","SAMUEL L MENDOZA","SAMUEL L MENDOZA",506137,"NOGALES, AZ (2604)","AZ","Land Border - Truck - Conveyance - CBP","2604-8913841-DR20","2604-8913841","Urgent","Diagnostics Completed","CBP - Conveyance",70017,"APHIS Headquarters","2022-09-23",2022,"Q3","September",9,"Sandberg, Dustin",87713,"Pseudocercospora graphioides U. Braun  (Mycosphaerellaceae)","Fungi",NA,"Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Pseudocercospora","graphioides","Final ID","Romberg, Megan","National Specialist","2022-09-26 04:00:00.0000000","Earned - Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIS",1243,"2022-09-26 18:20:41.1580000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",1081922,"Re-export or Destroy","Not Specified",0,"Not Specified","220914-44 Prunus sp.
Reddish brown spots, centers with black pin spots 
Reinchenbacher plant press Mariposa","On","Plant",5009,"USDA Beltsville - Plant Pathology","MD","Uncategorized","Uncategorized","Uncategorized","Uncategorized","Plant Pathology",1081922,NA
